ANO_LETIVO,CODIGO_CIE,CODIGO_INEP,CodigoDiretoria,NomeDiretoria,NomeEscola,NomeMunicipio,ANOS_INICIAIS,ANOS_FINAIS,ENSINO_MÉDIO
2019,923813,35923813,10317,SUL 1,NAIR HIROKO KONNO HASHIMOTO PROFESSORA,SAO PAULO,5.9300000000,0.0000000000,0.0000000000
2019,923825,35923825,10602,MAUA,VILA MAGINI II,MAUA,0.0000000000,3.5400000000,1.8800000000
2019,923837,35923837,10602,MAUA,JARDIM CRUZEIRO,MAUA,0.0000000000,2.7300000000,2.8800000000
2019,923849,35923849,10502,SUZANO,OLAVO LEONEL FERREIRA PROFESSOR,SUZANO,0.0000000000,3.7300000000,0.0000000000
2019,923850,35923850,10502,SUZANO,ANTONIO BRASILIO MENEZES DA FONSECA PROFESSOR,SUZANO,0.0000000000,2.4800000000,1.2300000000
2019,923874,35923874,10703,ITAPEVI,ELIANA ANDRES DE ALMEIDA SOUZA PROFESSORA,ITAPEVI,0.0000000000,0.0000000000,4.5800000000
2019,923886,35923886,10706,TABOAO DA SERRA,ADENILSON DOS SANTOS FRANCO PROFESSOR,TABOAO DA SERRA,0.0000000000,4.1600000000,2.4700000000
2019,923898,35923898,10706,TABOAO DA SERRA,SARA SANCHES RUSSO PROFESSORA,EMBU DAS ARTES,0.0000000000,2.7800000000,0.0000000000
2019,923904,35923904,10606,SAO BERNARDO DO CAMPO,SERGIO VIEIRA DE MELLO DIPLOMATA,SAO BERNARDO DO CAMPO,0.0000000000,4.7400000000,4.4200000000
2019,923916,35923916,10211,LESTE 3,MARCOS ANTONIO COSTA PROFESSOR,SAO PAULO,4.0500000000,2.4000000000,1.2300000000
2019,923928,35923928,10503,ITAQUAQUECETUBA,JARDIM ITAQUA,ITAQUAQUECETUBA,0.0000000000,2.4500000000,2.7300000000
2019,923936,35923936,10503,ITAQUAQUECETUBA,PEQUENO CORACAO II,ITAQUAQUECETUBA,0.0000000000,3.0400000000,1.9100000000
2019,923941,35923941,10503,ITAQUAQUECETUBA,PARQUE PIRATININGA II,ITAQUAQUECETUBA,0.0000000000,3.4700000000,2.3800000000
2019,923953,35923953,10503,ITAQUAQUECETUBA,PARQUE PIRATININGA III,ITAQUAQUECETUBA,0.0000000000,3.6800000000,2.1500000000
2019,923977,35923977,10501,MOGI DAS CRUZES,ISAAC GRINBERG HISTORIADOR,MOGI DAS CRUZES,0.0000000000,0.0000000000,2.9100000000
2019,923990,35923990,10210,LESTE 2,REPUBLICA DO SURINAME,SAO PAULO,0.0000000000,3.0100000000,2.0300000000
2019,924003,35924003,10210,LESTE 2,CLEISE MARISA SIQUEIRA PROFA,SAO PAULO,0.0000000000,3.3900000000,1.2600000000
2019,924015,35924015,10318,SUL 3,JARDIM MYRNA II,SAO PAULO,5.4600000000,0.0000000000,0.0000000000
2019,924027,35924027,10318,SUL 3,NEIVA DE LOURDES ANDRADE PROFESSORA,SAO PAULO,6.2500000000,0.0000000000,0.0000000000
2019,924039,35924039,10704,OSASCO,CLAUDINEI GARCIA PROFESSOR,OSASCO,0.0000000000,2.7700000000,2.0500000000
2019,924040,35924040,10704,OSASCO,ANTONIO CARLOS DA TRINDADE,OSASCO,0.0000000000,2.9900000000,1.8100000000
2019,924052,35924052,10403,GUARULHOS NORTE,TOMIE OHTAKE,GUARULHOS,0.0000000000,4.0000000000,2.7100000000
2019,924076,35924076,20304,ITAPETININGA,JOSE CELSO DE MELLO PROF,TATUI,0.0000000000,2.9900000000,2.3700000000
2019,924088,35924088,20302,AVARE,JOSE PIRES DE CARVALHO DOUTOR,TAQUARITUBA,0.0000000000,4.0400000000,2.6700000000
2019,924106,35924106,20308,SOROCABA,DULCE ESMERALDA BASILE FERREIRA PROFESSORA,SOROCABA,0.0000000000,2.8600000000,1.4600000000
2019,924118,35924118,20306,ITU,ROSA MARIA MADEIRA MARQUES FREIRE PROFA,ITU,0.0000000000,2.7800000000,1.1600000000
2019,924124,35924124,20306,ITU,BENE TEIXEIRA DA FONSECA DO AMARAL GURGEL PROFA,ITU,0.0000000000,3.2200000000,2.3100000000
2019,924131,35924131,20415,SUMARE,EUZEBIO ANTONIO RODRIGUES PROFESSOR,HORTOLANDIA,0.0000000000,2.8800000000,1.8000000000
2019,924143,35924143,20310,VOTORANTIM,EVILAZIO DE GOES VIEIRA,VOTORANTIM,0.0000000000,4.2500000000,3.5400000000
2019,924167,35924167,10401,CAIEIRAS,PARQUE CENTO E VINTE II,FRANCISCO MORATO,0.0000000000,3.2000000000,2.0100000000
2019,924192,35924192,10501,MOGI DAS CRUZES,ROSA MARIA DE SOUZA PROFESSORA,SALESOPOLIS,0.0000000000,4.1800000000,0.0000000000
2019,924209,35924209,10208,LESTE 4,IVO BANDONI PROF,SAO PAULO,5.9000000000,0.0000000000,0.0000000000
2019,924210,35924210,10606,SAO BERNARDO DO CAMPO,TEREZA DELTA,SAO BERNARDO DO CAMPO,0.0000000000,4.4500000000,0.0000000000
2019,924246,35924246,10207,LESTE 1,REPUBLICA DO HAITI,SAO PAULO,4.3000000000,3.8200000000,0.0000000000
2019,924258,35924258,10207,LESTE 1,PARQUE ECOLOGICO,SAO PAULO,4.4700000000,3.8600000000,2.2500000000
2019,924271,35924271,10312,CENTRO OESTE,SOLON BORGES DOS REIS,SAO PAULO,0.0000000000,0.0000000000,1.3300000000
2019,924283,35924283,20803,BIRIGUI,OLIVIA ANGELA FURLANI PROFESSORA,BIRIGUI,0.0000000000,3.4300000000,3.1300000000
2019,924295,35924295,20207,JACAREI,SILVIO JOSE SECCO PROF,JACAREI,0.0000000000,2.7100000000,1.5800000000
2019,924301,35924301,20103,SAO VICENTE,PORTAL DA JUREIA,PERUIBE,0.0000000000,3.7400000000,0.0000000000
2019,924313,35924313,20307,SAO ROQUE,LAERCIO SURIM,VARGEM GRANDE PAULISTA,0.0000000000,3.2700000000,2.2900000000
2019,924325,35924325,20204,PINDAMONHANGABA,DIRCE LEOPOLDINA CINTRA VILLAS BOAS PROFESSORA,PINDAMONHANGABA,0.0000000000,3.9300000000,1.8000000000
2019,924337,35924337,20302,AVARE,SANDRA APARECIDA DE ARAUJO PROFESSORA,ITAI,0.0000000000,3.1500000000,2.4800000000
2019,924349,35924349,20404,CAMPINAS OESTE,CAMPO GRANDE II,CAMPINAS,5.2700000000,0.0000000000,0.0000000000
2019,924362,35924362,21102,REGISTRO,PREFEITO MARIO CORADIN,BARRA DO TURVO,0.0000000000,2.8900000000,2.0100000000
2019,924374,35924374,10207,LESTE 1,ANNETTE MARLENE FERNANDES DE MELLO IRMA,SAO PAULO,4.3000000000,2.4400000000,1.1600000000
2019,924386,35924386,10101,NORTE 1,VIRGÍNIA VALÉRIA APARECIDA DE ALMEIDA FREITAS,SAO PAULO,5.2400000000,0.0000000000,0.0000000000
2019,924398,35924398,10101,NORTE 1,JARDIM CANAA,SAO PAULO,5.6100000000,0.0000000000,1.4600000000
2019,924404,35924404,10314,SUL 2,APARECIDA DE LOURDES MORAIS ARAUJO PROFESSORA,SAO PAULO,5.7100000000,0.0000000000,0.0000000000
2019,924416,35924416,10503,ITAQUAQUECETUBA,RECANTO MONICA II,ITAQUAQUECETUBA,0.0000000000,2.1000000000,1.6900000000
2019,924428,35924428,10606,SAO BERNARDO DO CAMPO,MAURICIO DE CASTRO,SAO BERNARDO DO CAMPO,0.0000000000,2.8700000000,1.8100000000
2019,924436,35924436,10706,TABOAO DA SERRA,RODOLFO JOSE DA COSTA E SILVA,EMBU DAS ARTES,0.0000000000,2.7700000000,2.4100000000
2019,924441,35924441,20202,GUARATINGUETA,PAULO JOSÉ VERRESCHI RIBEIRO,CUNHA,0.0000000000,3.4500000000,1.6800000000
2019,924465,35924465,20407,JUNDIAI,IDOROTI DE SOUZA ALVAREZ,VARZEA PAULISTA,0.0000000000,2.5300000000,1.4800000000
2019,924489,35924489,21102,REGISTRO,MARIA ANTONIA CHULES PRINCS,ELDORADO,0.0000000000,2.8800000000,2.0700000000
2019,924490,35924490,10208,LESTE 4,JOAQUIN SUAREZ,SAO PAULO,0.0000000000,2.7800000000,1.1000000000
2019,924519,35924519,20206,TAUBATE,BAIRRO VARGEM GRANDE,NATIVIDADE DA SERRA,0.0000000000,3.2600000000,2.0100000000
2019,924520,35924520,10210,LESTE 2,THOMAZ RODRIGUES ALCKMIN,SAO PAULO,5.7200000000,0.0000000000,0.0000000000
2019,924532,35924532,10401,CAIEIRAS,JARDIM SILVIA II,FRANCISCO MORATO,0.0000000000,3.4500000000,2.4600000000
2019,924544,35924544,20404,CAMPINAS OESTE,RITA DE CASSIA DA SILVA PROFESSORA,CAMPINAS,0.0000000000,4.2200000000,2.8600000000
2019,924556,35924556,20404,CAMPINAS OESTE,HILDA HILST ESCRITORA,CAMPINAS,6.0600000000,0.0000000000,0.0000000000
2019,924568,35924568,20404,CAMPINAS OESTE,IDALINA CALDEIRA DE SOUZA PEREIRA PROFESSORA,CAMPINAS,5.2300000000,0.0000000000,0.0000000000
2019,924573,35924573,20404,CAMPINAS OESTE,RACHEL DE QUEIROZ ESCRITORA,CAMPINAS,0.0000000000,3.4800000000,2.9200000000
2019,924581,35924581,20207,JACAREI,JOSE SIMPLICIO PROF,JACAREI,0.0000000000,2.5500000000,2.0700000000
2019,924593,35924593,21102,REGISTRO,ESTEPHANO ORLANDO PAULOVSKI PROFESSOR,PARIQUERA-ACU,0.0000000000,4.1100000000,0.0000000000
2019,924611,35924611,20802,ARACATUBA,ARY BOCUHY PROF,ARACATUBA,0.0000000000,3.1900000000,2.4400000000
2019,924635,35924635,20202,GUARATINGUETA,BAIRRO DO EMBAUZINHO,CACHOEIRA PAULISTA,0.0000000000,2.3900000000,1.0900000000
2019,924647,35924647,10208,LESTE 4,REPUBLICA DA NICARAGUA,SAO PAULO,0.0000000000,2.9600000000,1.6000000000
2019,924659,35924659,20306,ITU,EUGENIA FERRAREZI NUNES,CABREUVA,0.0000000000,3.4800000000,2.8100000000
2019,924660,35924660,20411,PIRASSUNUNGA,PEDRO CELESTINO TONOLLI PROFESSOR,LEME,0.0000000000,3.1100000000,1.9000000000
2019,924672,35924672,20415,SUMARE,MARINALVA GIMENES COLOSSAL DA CUNHA,SUMARE,0.0000000000,3.5600000000,2.0400000000
2019,924684,35924684,10314,SUL 2,JARDIM ARACATI II,SAO PAULO,4.1700000000,0.0000000000,1.6800000000
2019,924696,35924696,10314,SUL 2,JARDIM IRENE III,SAO PAULO,4.6900000000,0.0000000000,0.0000000000
2019,924702,35924702,10314,SUL 2,SOLANGE APPARECIDA LANDEIRO AGUIAR PROFESSORA,SAO PAULO,5.3500000000,0.0000000000,0.0000000000
2019,924714,35924714,10314,SUL 2,JOAO CARLOS MARTINS MAESTRO,SAO PAULO,5.8300000000,0.0000000000,0.0000000000
2019,924726,35924726,10101,NORTE 1,REGIANE DO CARMO MONTEIRO PROFESSORA,SAO PAULO,5.4500000000,0.0000000000,0.0000000000
2019,924738,35924738,10101,NORTE 1,ANILZA PIOLI PROFESSORA,SAO PAULO,0.0000000000,2.3500000000,1.1600000000
2019,924748,35924748,10101,NORTE 1,ELISIO TEIXEIRA LEITE III,SAO PAULO,0.0000000000,2.6800000000,0.0000000000
2019,924751,35924751,10101,NORTE 1,LUIZA SALETTE JUNCA DE ALMEIDA PROFESSORA,SAO PAULO,0.0000000000,2.6000000000,0.0000000000
2019,924763,35924763,10101,NORTE 1,REPUBLICA ARGENTINA,SAO PAULO,0.0000000000,3.1200000000,1.6600000000
2019,924787,35924787,10318,SUL 3,SERGIO MURILLO RADUAN PROFESSOR,SAO PAULO,0.0000000000,3.0200000000,2.8300000000
2019,924799,35924799,10318,SUL 3,AYRTON SENNA DA SILVA,SAO PAULO,6.7400000000,0.0000000000,0.0000000000
2019,924805,35924805,10318,SUL 3,ANTONIO CANDIDO DE MELLO E SOUZA,SAO PAULO,7.2500000000,0.0000000000,0.0000000000
2019,924817,35924817,10318,SUL 3,RENATA MENEZES DOS SANTOS PROFESSORA,SAO PAULO,4.8200000000,0.0000000000,0.0000000000
2019,924829,35924829,10210,LESTE 2,JOAO DORIA DEPUTADO,SAO PAULO,0.0000000000,2.1500000000,1.1200000000
2019,924830,35924830,10501,MOGI DAS CRUZES,ADELAIDE MARIA DE BARROS PROFESSORA,MOGI DAS CRUZES,0.0000000000,4.5500000000,3.4200000000
2019,924854,35924854,20408,LIMEIRA,JOSE APPARECIDO MUNHOZ PROFESSOR,ARTUR NOGUEIRA,0.0000000000,5.0900000000,3.5400000000
2019,924866,35924866,20408,LIMEIRA,SEVERINO TAGLIARI,ARTUR NOGUEIRA,0.0000000000,3.9100000000,0.0000000000
2019,924878,35924878,20310,VOTORANTIM,JARDIM DANIEL DAVID HADDAD,SALTO DE PIRAPORA,0.0000000000,3.9000000000,2.5500000000
2019,924885,35924885,20308,SOROCABA,WANDA COSTA DAHER PROFESSORA,SOROCABA,0.0000000000,2.7200000000,1.4900000000
2019,924891,35924891,20409,MOGI MIRIM,ALTAIR DE FATIMA FURIGO POLETTINI PROFA DRA,MOGI MIRIM,0.0000000000,3.3000000000,2.7300000000
2019,924912,35924912,20207,JACAREI,MARIA DE LOURDES VILELA PROFA,JACAREI,0.0000000000,3.4000000000,3.1300000000
2019,924921,35924921,20404,CAMPINAS OESTE,CONJUNTO VIDA NOVA III,CAMPINAS,7.2200000000,0.0000000000,0.0000000000
2019,924933,35924933,20404,CAMPINAS OESTE,GLORIA APARECIDA ROSA VIANA PROFESSORA,CAMPINAS,3.6000000000,1.9400000000,1.4600000000
2019,924945,35924945,20404,CAMPINAS OESTE,RESIDENCIAL SAO JOSE,CAMPINAS,6.3200000000,3.1200000000,2.2200000000
2019,924957,35924957,20404,CAMPINAS OESTE,MAGALI VALERIO PROFESSORA,CAMPINAS,8.9900000000,0.0000000000,0.0000000000
2019,924969,35924969,20504,FRANCA,LYDIA ROCHA ALVES PROFA,FRANCA,0.0000000000,3.0400000000,1.3700000000
2019,924982,35924982,20415,SUMARE,IVANI APARECIDA QUEIROZ PEREZ PROFESSORA,SUMARE,4.1800000000,0.0000000000,0.0000000000
2019,924994,35924994,20415,SUMARE,CRISTIANE CHAVES MOREIRA BRAGA PROFESSORA,HORTOLANDIA,0.0000000000,3.7100000000,2.9200000000
2019,925007,35925007,21006,TUPA,PARQUE DAS NACOES,BASTOS,0.0000000000,4.5500000000,2.5000000000
2019,925019,35925019,20310,VOTORANTIM,MARIA APARECIDA RECHINELI MODANEZI PROFESSORA,PILAR DO SUL,0.0000000000,4.0500000000,2.9500000000
2019,925020,35925020,20407,JUNDIAI,JOAQUIM JUSTINO CARREIRA,JUNDIAI,0.0000000000,3.9200000000,2.4300000000
2019,925032,35925032,10403,GUARULHOS NORTE,PARQUE SANTOS DUMONT,GUARULHOS,0.0000000000,2.6200000000,0.0000000000
2019,925044,35925044,10403,GUARULHOS NORTE,PONTE ALTA V,GUARULHOS,0.0000000000,2.8000000000,2.3200000000
2019,925056,35925056,10403,GUARULHOS NORTE,MAESTRO JOÃO CARLOS MARTINS,GUARULHOS,0.0000000000,2.7100000000,1.5700000000
2019,925068,35925068,10403,GUARULHOS NORTE,RECREIO SAO JORGE II,GUARULHOS,0.0000000000,2.4600000000,1.3400000000
2019,925073,35925073,10403,GUARULHOS NORTE,JARDIM SANTA LIDIA,GUARULHOS,5.0300000000,3.2800000000,0.0000000000
2019,925081,35925081,10403,GUARULHOS NORTE,PARQUE MIKAIL,GUARULHOS,4.6800000000,0.0000000000,0.0000000000
2019,925111,35925111,10402,GUARULHOS SUL,JARDIM MARIA DIRCE III,GUARULHOS,0.0000000000,3.0900000000,2.0900000000
2019,925123,35925123,10402,GUARULHOS SUL,INOCOOP II,GUARULHOS,0.0000000000,2.3900000000,1.5800000000
2019,925159,35925159,10318,SUL 3,CONDOMINIO VARGEM GRANDE II,SAO PAULO,0.0000000000,2.9000000000,2.6200000000
2019,925160,35925160,10318,SUL 3,LOTEAMENTO DAS GAIVOTAS II,SAO PAULO,6.2100000000,0.0000000000,0.0000000000
2019,925172,35925172,10318,SUL 3,BENEDITO CELIO DE SIQUEIRA,SAO PAULO,0.0000000000,2.8000000000,1.4700000000
2019,925184,35925184,10104,NORTE 2,SERGIO DA COSTA PROF,SAO PAULO,0.0000000000,2.8500000000,1.5900000000
2019,925196,35925196,10210,LESTE 2,UMBERTO LUIZ D URSO DR,SAO PAULO,0.0000000000,3.0900000000,1.5700000000
2019,925202,35925202,10210,LESTE 2,JOSÉ CELESTINO BOURROUL,SAO PAULO,6.0900000000,0.0000000000,0.0000000000
2019,925226,35925226,10211,LESTE 3,ESTHER DE FIGUEIREDO FERRAZ,SAO PAULO,5.3500000000,0.0000000000,0.0000000000
2019,925238,35925238,10314,SUL 2,JARDIM SAO BENTO III,SAO PAULO,5.6800000000,0.0000000000,0.0000000000
2019,925251,35925251,10207,LESTE 1,DOM PAULO EVARISTO ARNS,SAO PAULO,4.0500000000,0.0000000000,0.0000000000
2019,925263,35925263,20601,BAURU,ANTONIO JORGE LIMA PADRE,BAURU,0.0000000000,3.1300000000,1.8600000000
2019,925275,35925275,20409,MOGI MIRIM,JARDIM BELA VISTA,CONCHAL,0.0000000000,3.4800000000,3.0400000000
2019,925287,35925287,20409,MOGI MIRIM,NELSON GIRARD PROF,MOGI GUACU,0.0000000000,3.6400000000,3.1300000000
2019,925299,35925299,10318,SUL 3,OTONIEL ASSIS DE HOLANDA,SAO PAULO,4.7200000000,0.0000000000,0.0000000000
2019,925305,35925305,10318,SUL 3,JOSÉ BENTO RENATO MONTEIRO LOBATO,SAO PAULO,4.4800000000,0.0000000000,0.0000000000
2019,925317,35925317,10318,SUL 3,MARIAZINHA CONGÍLIO,SAO PAULO,0.0000000000,2.8400000000,1.4700000000
2019,925329,35925329,10318,SUL 3,ADA PELLEGRINI GRINOVER,SAO PAULO,5.9500000000,0.0000000000,0.0000000000
2019,925330,35925330,10318,SUL 3,CLAUDIRENE APARECIDA JOSÉ DA SILVA,SAO PAULO,0.0000000000,2.8700000000,1.3100000000
2019,925342,35925342,10318,SUL 3,VICENTINA APARECIDA TAMBORINO PROFESSORA,SAO PAULO,7.0600000000,0.0000000000,0.0000000000
2019,925354,35925354,10318,SUL 3,JOSE XAVIER CORTEZ,SAO PAULO,6.1900000000,0.0000000000,0.0000000000
2019,925366,35925366,10318,SUL 3,HILDA FERRAZ KFOURI PROFESSORA,SAO PAULO,5.4800000000,0.0000000000,0.0000000000
2019,925378,35925378,10318,SUL 3,PARQUE TAMARI,SAO PAULO,7.1700000000,3.2900000000,0.0000000000
2019,925385,35925385,10210,LESTE 2,ANTONIO JOSE DE SUCRE,SAO PAULO,6.2100000000,0.0000000000,0.0000000000
2019,925391,35925391,10210,LESTE 2,REPUBLICA DA GUATEMALA,SAO PAULO,0.0000000000,2.6900000000,1.6800000000
2019,925408,35925408,10314,SUL 2,CLORINDA TRITTO GIANGIACOMO PROFESSORA,SAO PAULO,5.9800000000,0.0000000000,0.0000000000
2019,925412,35925412,10211,LESTE 3,JARDIM LIMOEIRO III,SAO PAULO,4.7200000000,0.0000000000,0.0000000000
2019,925421,35925421,10704,OSASCO,JOSE EDSON MARTINS GOMES PROFESSOR,OSASCO,0.0000000000,2.8300000000,1.3200000000
2019,925433,35925433,10312,CENTRO OESTE,ODAIR MARTINIANO DA SILVA MANDELA,SAO PAULO,3.9700000000,2.6100000000,1.7000000000
2019,925445,35925445,10207,LESTE 1,REPUBLICA DE HONDURAS,SAO PAULO,4.4700000000,0.0000000000,0.0000000000
2019,925457,35925457,10207,LESTE 1,JOSE DE SAN MARTIN,SAO PAULO,0.0000000000,2.3700000000,1.7000000000
2019,925469,35925469,10317,SUL 1,MARIA ZILDA GAMBA NATEL ,SAO PAULO,0.0000000000,2.6200000000,1.4800000000
2019,925470,35925470,10701,CARAPICUIBA,MARIA HELENA MARDEGAN SCABELLO PROFESSORA,CARAPICUIBA,0.0000000000,1.9400000000,1.8500000000
2019,925482,35925482,10401,CAIEIRAS,ZILTON BICUDO PROF,FRANCO DA ROCHA,0.0000000000,2.8400000000,2.3400000000
2019,925500,35925500,10101,NORTE 1,FLORESTAN FERNANDES,SAO PAULO,3.8400000000,2.9200000000,1.3500000000
2019,925512,35925512,10503,ITAQUAQUECETUBA,JARDIM ODETE III,ITAQUAQUECETUBA,0.0000000000,2.9300000000,1.6600000000
2019,925524,35925524,10314,SUL 2,WALDIR RODOLPHO DE CASTRO,SAO PAULO,0.0000000000,0.0000000000,2.3400000000
2019,925548,35925548,10403,GUARULHOS NORTE,COCAIA,GUARULHOS,3.7500000000,0.0000000000,0.0000000000
2019,925559,35925559,10403,GUARULHOS NORTE,PROFESSORA SIMONE MACHADO DA SILVA TORRES,GUARULHOS,0.0000000000,2.5500000000,2.0800000000
2019,925561,35925561,10403,GUARULHOS NORTE,IDALINA LADEIRA FERREIRA PROFESSORA,GUARULHOS,0.0000000000,0.0000000000,2.1700000000
2019,925597,35925597,10702,ITAPECERICA DA SERRA,ASDRUBAL DO NASCIMENTO QUEIROZ PROFESSOR,ITAPECERICA DA SERRA,0.0000000000,4.2300000000,1.9800000000
2019,925603,35925603,10702,ITAPECERICA DA SERRA,LEDA FELICE FERREIRA PROFESSORA,ITAPECERICA DA SERRA,0.0000000000,3.6600000000,3.3300000000
2019,925615,35925615,10702,ITAPECERICA DA SERRA,PAULO DE CASTRO FERREIRA JUNIOR JORNALISTA,ITAPECERICA DA SERRA,0.0000000000,2.9300000000,2.5200000000
2019,925627,35925627,10704,OSASCO,DIRETOR RICARDO GENESIO DA SILVA,OSASCO,0.0000000000,2.3500000000,1.8000000000
2019,925639,35925639,10603,SANTO ANDRE,PARQUE MARAJOARA II,SANTO ANDRE,0.0000000000,3.2400000000,2.7600000000
2019,925640,35925640,10603,SANTO ANDRE,CELSO AUGUSTO DANIEL PREFEITO ENGENHEIRO,SANTO ANDRE,0.0000000000,1.4500000000,1.2000000000
2019,925652,35925652,10502,SUZANO,JARDIM SAO PAULO II,FERRAZ DE VASCONCELOS,0.0000000000,2.7500000000,1.8800000000
2019,925664,35925664,20507,RIBEIRAO PRETO,PROFESSOR LAURO BIGÉLLI,RIBEIRAO PRETO,5.6900000000,0.0000000000,0.0000000000
2019,925676,35925676,20507,RIBEIRAO PRETO,ESPLANADA DA ESTACAO,RIBEIRAO PRETO,5.9500000000,0.0000000000,0.0000000000
2019,925688,35925688,20507,RIBEIRAO PRETO,JARDIM PAIVA I,RIBEIRAO PRETO,4.5700000000,0.0000000000,0.0000000000
2019,925697,35925697,20507,RIBEIRAO PRETO,JULIETA FERNANDA SOUSA TARANTO,RIBEIRAO PRETO,0.0000000000,2.5100000000,0.0000000000
2019,925706,35925706,20507,RIBEIRAO PRETO,PARQUE DOS SERVIDORES,RIBEIRAO PRETO,0.0000000000,3.4300000000,2.1800000000
2019,925718,35925718,20507,RIBEIRAO PRETO,PROFESSOR DIVO MARINO,RIBEIRAO PRETO,5.9900000000,0.0000000000,0.0000000000
2019,925724,35925724,20413,SAO JOAO DA BOA VISTA,ROQUE IELO PROFESSOR,CACONDE,0.0000000000,2.5900000000,2.0300000000
2019,925731,35925731,20415,SUMARE,SONIA MARIA MASCHIO BAPTISTA PROFESSORA,SUMARE,0.0000000000,3.7500000000,3.7600000000
2019,925743,35925743,20102,SANTOS,SAO FRANCISCO DE ASSIS,GUARUJA,0.0000000000,2.8600000000,1.8500000000
2019,925755,35925755,20303,BOTUCATU,ALVARO JOSE DE SOUZA,BOTUCATU,0.0000000000,2.7300000000,0.0000000000
2019,925767,35925767,10312,CENTRO OESTE,RAUL CORTEZ - RAUL CRISTIANO MACHADO CORTEZ,SAO PAULO,0.0000000000,3.6800000000,0.0000000000
2019,925780,35925780,20408,LIMEIRA,TARCISIO ARIOVALDO AMARAL DOM,LIMEIRA,0.0000000000,2.5400000000,0.0000000000
2019,925792,35925792,20410,PIRACICABA,ANIGER FRANCISCO DE MARIA MELILLO DOM,PIRACICABA,0.0000000000,3.4300000000,0.0000000000
2019,925810,35925810,20909,MIRANTE DO PARANAPANEMA,ASSENTAMENTO SANTA CLARA,MIRANTE DO PARANAPANEMA,8.0300000000,4.3300000000,5.0900000000
2019,925822,35925822,10502,SUZANO,TACITO ZANCHETTA PREFEITO,FERRAZ DE VASCONCELOS,0.0000000000,2.1800000000,1.7000000000
2019,925834,35925834,10703,ITAPEVI,PARQUE PAYOL,PIRAPORA DO BOM JESUS,0.0000000000,0.0000000000,1.9000000000
2019,925846,35925846,10502,SUZANO,TOCHICHICO YOCHICAVA PROFESSOR,SUZANO,0.0000000000,3.7500000000,0.0000000000
2019,925858,35925858,10706,TABOAO DA SERRA,JARDIM MAGALI,EMBU DAS ARTES,6.4600000000,0.0000000000,0.0000000000
2019,925861,35925861,10101,NORTE 1,PROFESSOR RUBEM AZEVEDO ALVES,SAO PAULO,6.2600000000,0.0000000000,0.0000000000
2019,925883,35925883,20401,AMERICANA,MARTINHO RUBENS BELLUCO PROFESSOR,AMERICANA,0.0000000000,3.0300000000,1.9900000000
2019,925895,35925895,20306,ITU,MERCIA MARIA CAZARINI PROFA,ITU,0.0000000000,3.2000000000,3.1300000000
2019,925901,35925901,20207,JACAREI,HELIA DIVINO DE SOUZA PROFA,JACAREI,0.0000000000,3.6900000000,2.3900000000
2019,925913,35925913,20204,PINDAMONHANGABA,DEMETRIO IVAHY BADARO DOUTOR,PINDAMONHANGABA,0.0000000000,2.8000000000,1.5800000000
2019,925925,35925925,20205,SAO JOSE DOS CAMPOS,EDERA IRENE PEREIRA DE OLIVEIRA CARDOSO PROFESSORA,SAO JOSE DOS CAMPOS,0.0000000000,3.2900000000,2.0000000000
2019,925937,35925937,20310,VOTORANTIM,MARIA APPARECIDA MENDES SILVA LACERDA PROFESSORA,PILAR DO SUL,0.0000000000,4.9600000000,0.0000000000
2019,925949,35925949,10314,SUL 2,DOM AGNELO CARDEAL ROSSI,SAO PAULO,4.2700000000,0.0000000000,0.0000000000
2019,925986,35925986,10402,GUARULHOS SUL,JARDIM NOVA CUMBICA II,GUARULHOS,4.6400000000,3.3000000000,0.0000000000
2019,925998,35925998,10318,SUL 3,ADELAIDE ROSA FERNANDES MACHADO DE SOUZA PROFESSORA,SAO PAULO,0.0000000000,0.0000000000,3.5200000000
2019,926012,35926012,10706,TABOAO DA SERRA,PROFESSOR VIVALTER KERCHE DE CAMARGO,EMBU DAS ARTES,4.8200000000,0.0000000000,0.0000000000
2019,926024,35926024,20207,JACAREI,DARCI LOPES PROFA,JACAREI,0.0000000000,3.7700000000,2.6700000000
2019,926036,35926036,20305,ITAPEVA,BAIRRO TURVO DOS ALMEIDAS,CAPAO BONITO,0.0000000000,0.0000000000,1.8500000000
2019,926048,35926048,10211,LESTE 3,BARRO BRANCO II,SAO PAULO,4.3700000000,2.6900000000,1.0000000000
2019,926059,35926059,10503,ITAQUAQUECETUBA,PARQUE VIVIANE JARDIM ADRIANA,ITAQUAQUECETUBA,0.0000000000,2.2200000000,1.1400000000
2019,926073,35926073,20202,GUARATINGUETA,BAIRRO DA BARRA,CUNHA,0.0000000000,4.7300000000,3.7400000000
2019,926085,35926085,20202,GUARATINGUETA,BAIRRO DA BOCAINA,CUNHA,0.0000000000,3.2100000000,0.0000000000
2019,926103,35926103,10101,NORTE 1,PROFESSORA ELIANA PASSUELO,SAO PAULO,4.8200000000,0.0000000000,0.0000000000
2019,12,35000012,10101,NORTE 1,AYRES DE MOURA PROFESSOR,SAO PAULO,0.0000000000,4.8600000000,0.0000000000
2019,24,35000024,10101,NORTE 1,GAVIAO PEIXOTO BRIGADEIRO,SAO PAULO,5.4600000000,2.7000000000,1.4400000000
