ANO_LETIVO,CODIGO_CIE,CODIGO_INEP,CodigoDiretoria,NomeDiretoria,NomeEscola,NomeMunicipio,ANOS_INICIAIS,ANOS_FINAIS,ENSINO_MÉDIO
2019,349124,35349124,20407,JUNDIAI,BAIRRO FAZENDA GRANDE,JUNDIAI,0.0000000000,4.1400000000,2.7500000000
2019,350308,35350308,20410,PIRACICABA,EDSON RONTANI,PIRACICABA,0.0000000000,2.7800000000,1.9600000000
2019,350588,35350588,20507,RIBEIRAO PRETO,JARDIM DIVA TARLA DE CARVALHO,RIBEIRAO PRETO,0.0000000000,2.7100000000,2.1300000000
2019,350643,35350643,20507,RIBEIRAO PRETO,NEUSA MARIA DO BEM PROFESSORA,SERRANA,0.0000000000,3.2200000000,2.1300000000
2019,351064,35351064,20205,SAO JOSE DOS CAMPOS,SONIA MARIA ALEXANDRE PEREIRA PROFESSORA,SAO JOSE DOS CAMPOS,0.0000000000,2.9100000000,2.0800000000
2019,351076,35351076,20504,FRANCA,VICENTE MINICUCCI PROFESSOR,FRANCA,0.0000000000,4.7200000000,2.8000000000
2019,352561,35352561,10703,ITAPEVI,AIR FERREIRA DO NASCIMENTO PROFESSOR,ITAPEVI,0.0000000000,3.5800000000,2.0300000000
2019,352573,35352573,10211,LESTE 3,ANTONIO CARLOS BRASILEIRO DE ALMEIDA JOBIM TOM JOBIM,SAO PAULO,5.7900000000,0.0000000000,0.0000000000
2019,352585,35352585,10403,GUARULHOS NORTE,BOM PASTOR II,GUARULHOS,0.0000000000,2.5000000000,1.7400000000
2019,352603,35352603,10502,SUZANO,GILBERTO DE CARVALHO PROFESSOR,SUZANO,0.0000000000,3.0900000000,1.9500000000
2019,362759,35362759,20306,ITU,PRISCILA DE FATIMA PINTO PROFESSORA,ITU,0.0000000000,2.5400000000,2.1700000000
2019,377156,35377156,20602,JAU,ANTONIO TEREZIO MENDES PEIXOTO PROFESSOR,JAU,0.0000000000,3.4300000000,2.7000000000
2019,388973,35388973,10401,CAIEIRAS,JARDIM MARIA LUIZA ,CAJAMAR,0.0000000000,0.0000000000,1.4600000000
2019,389250,35389250,10602,MAUA,CLOTILDE ALVARES DORATIOTO,MAUA,5.1200000000,0.0000000000,0.0000000000
2019,406004,35406004,20506,JABOTICABAL,BAIRRO CRUZEIRO ,MONTE AZUL PAULISTA,0.0000000000,1.9900000000,2.3400000000
2019,406272,35406272,20419,CAPIVARI,MARIO COVAS GOVERNADOR,MONTE MOR,0.0000000000,3.5800000000,2.9200000000
2019,406685,35406685,20310,VOTORANTIM,SELMA MARIA MARTINS CUNHA PROFESSORA,VOTORANTIM,0.0000000000,3.1500000000,2.2600000000
2019,406806,35406806,10401,CAIEIRAS,PEDRO LELIS DE SOUZA PREFEITO,FRANCO DA ROCHA,0.0000000000,2.2500000000,1.9400000000
2019,407215,35407215,20801,ANDRADINA,DARIO GIOMETTI PROFESSOR,CASTILHO,0.0000000000,3.8300000000,0.0000000000
2019,409169,35409169,10316,CENTRO SUL,TERUKO UEDA YAMAGUTI PROFESSORA,SAO PAULO,0.0000000000,3.4100000000,2.0100000000
2019,411292,35411292,10403,GUARULHOS NORTE,JARDIM FORTALEZA II,GUARULHOS,0.0000000000,0.0000000000,3.1200000000
2019,412173,35412173,10211,LESTE 3,JUAN CARLOS ONETTI ESCRITOR,SAO PAULO,0.0000000000,3.4200000000,1.3500000000
2019,412181,35412181,20507,RIBEIRAO PRETO,PROFESSORA SUELI TEREZINHA DANHONE,RIBEIRAO PRETO,0.0000000000,3.4400000000,2.5800000000
2019,412983,35412983,10602,MAUA,AFONSO PASCHOTTE PADRE,MAUA,0.0000000000,2.7000000000,1.9500000000
2019,414612,35414612,10101,NORTE 1,NOE RODRIGUES PADRE,SAO PAULO,4.7700000000,0.0000000000,0.0000000000
2019,415443,35415443,10318,SUL 3,JOSÉ EPHIM MINDLIN,SAO PAULO,0.0000000000,3.8200000000,2.9400000000
2019,430705,35430705,20404,CAMPINAS OESTE,JARDIM ICARAI ,CAMPINAS,4.3400000000,3.3700000000,1.8600000000
2019,431597,35431597,20604,LINS,MOACYR MIRANDA PINTO PROFESSOR DOUTOR,PROMISSAO,0.0000000000,4.4600000000,0.0000000000
2019,432842,35432842,20404,CAMPINAS OESTE,ANTONIO CARLOS LEHMAN,CAMPINAS,5.2900000000,2.6000000000,2.4100000000
2019,433482,35433482,10211,LESTE 3,JARDIM PEDRA BRANCA,SAO PAULO,4.2300000000,2.7400000000,1.8500000000
2019,433615,35433615,10316,CENTRO SUL,CARLOS ESTEVAM ALDO MARTINS PROFESSOR,SAO PAULO,5.1600000000,3.0300000000,0.0000000000
2019,434164,35434164,10602,MAUA,JARDIM ZAIRA VIII,MAUA,0.0000000000,3.2400000000,1.2400000000
2019,434292,35434292,10210,LESTE 2,CRISTINA DE CASTRO PAES PROFESSORA,SAO PAULO,4.4500000000,0.0000000000,0.0000000000
2019,434711,35434711,20509,SAO CARLOS,ARY PINTO DAS NEVES PROFESSOR,SAO CARLOS,0.0000000000,3.5400000000,0.0000000000
2019,434784,35434784,20509,SAO CARLOS,JOÃO JACINTO DO NASCIMENTO,IBATE,0.0000000000,3.3300000000,1.8700000000
2019,434814,35434814,20403,BRAGANCA PAULISTA,BRUNO FLORENZANO PROFESSOR,BRAGANCA PAULISTA,0.0000000000,3.9500000000,3.3200000000
2019,435065,35435065,20507,RIBEIRAO PRETO,PROFESSOR PAULO CESAR CARNIEL GIOVANNETTI,RIBEIRAO PRETO,0.0000000000,2.3400000000,1.7400000000
2019,435119,35435119,20407,JUNDIAI,ALESSANDRA CRISTINA RODRIGUES DE O PEZZATO PROFA,JUNDIAI,0.0000000000,4.1800000000,2.8100000000
2019,435442,35435442,20401,AMERICANA,MARIA FRIZZARIN PROFA,AMERICANA,5.6200000000,3.8000000000,0.0000000000
2019,435454,35435454,20401,AMERICANA,MARIA DO CARMO AUGUSTI PROFA,AMERICANA,0.0000000000,4.7300000000,3.1300000000
2019,435485,35435485,20408,LIMEIRA,JANUARIO SYLVIO PEZZOTTI PROFESSOR,RIO CLARO,0.0000000000,2.8300000000,2.3000000000
2019,435491,35435491,20410,PIRACICABA,BENEDICTO EVANGELISTA COSTA PROFESSOR,PIRACICABA,0.0000000000,3.5200000000,2.3100000000
2019,435508,35435508,20410,PIRACICABA,BAIRRO SANTO ANTONIO,PIRACICABA,0.0000000000,1.7300000000,1.5100000000
2019,435697,35435697,20501,ARARAQUARA,MARIA ISABEL RODRIGUES ORSO PROFA,ARARAQUARA,0.0000000000,1.8900000000,1.6700000000
2019,436012,35436012,20404,CAMPINAS OESTE,CLAUDIA FRANCISCO DA SILVA,CAMPINAS,4.3800000000,3.2100000000,2.7100000000
2019,436057,35436057,20306,ITU,JOAO ANTONIO MOTTA NAVARRO PROFESSOR,ITU,0.0000000000,3.6100000000,0.0000000000
2019,436239,35436239,20710,SAO JOSE DO RIO PRETO,DINORATH DO VALLE PROFESSORA,SAO JOSE DO RIO PRETO,0.0000000000,4.4200000000,2.8300000000
2019,437050,35437050,10317,SUL 1,ROSA INES BORNIA MOREIRA PROFESSORA,SAO PAULO,0.0000000000,2.4200000000,1.3300000000
2019,437736,35437736,10402,GUARULHOS SUL,LEVI VIEIRA DA MAIA PROFESSOR,GUARULHOS,0.0000000000,0.0000000000,3.5200000000
2019,437748,35437748,20313,ITARARE,BAIRRO ENGENHEIRO MAIA II,ITABERA,0.0000000000,3.2300000000,1.9900000000
2019,438042,35438042,10314,SUL 2,NAIR OLEGARIO CAJUEIRO,SAO PAULO,0.0000000000,0.0000000000,3.0200000000
2019,438054,35438054,10314,SUL 2,AGENOR DE MIRANDA ARAUJO NETO - CAZUZA,SAO PAULO,4.9500000000,0.0000000000,0.0000000000
2019,438112,35438112,10211,LESTE 3,SITIO CONCEICAO,SAO PAULO,0.0000000000,2.5600000000,1.6000000000
2019,441818,35441818,20601,BAURU,RAYMI OLIVEIRA BAPTISTA PEREIRA PROFESSORA,BAURU,0.0000000000,4.4000000000,0.0000000000
2019,442318,35442318,20504,FRANCA,MARIA DO CARMO SILVA FERREIRA PROFA - DONA NENZINHA,FRANCA,0.0000000000,3.3800000000,2.2300000000
2019,442324,35442324,20504,FRANCA,ODETTE BUENO RIBEIRO PROFESSORA,FRANCA,0.0000000000,3.6900000000,2.6000000000
2019,442550,35442550,20204,PINDAMONHANGABA,EXPEDITO CAMARGO FREIRE PROFESSOR,CAMPOS DO JORDAO,0.0000000000,0.0000000000,4.0300000000
2019,444121,35444121,10210,LESTE 2,MARILIA SANTOS CARVALHO DE POLILLO PROFESSORA,SAO PAULO,4.7100000000,0.0000000000,0.0000000000
2019,444133,35444133,10210,LESTE 2,BERNARDO O'HIGGINS DOM,SAO PAULO,5.1400000000,3.5100000000,0.0000000000
2019,444388,35444388,10706,TABOAO DA SERRA,MARLENE APARECIDA MAIA OLBERG PROFESSORA,EMBU DAS ARTES,0.0000000000,3.6000000000,2.7300000000
2019,445897,35445897,20404,CAMPINAS OESTE,TENISTA MARIA ESTHER ANDION BUENO,CAMPINAS,0.0000000000,2.9700000000,2.1800000000
2019,446038,35446038,20410,PIRACICABA,MARCIA REGINA MODESTO DE PAULA DA ROCHA PROFESSORA,PIRACICABA,0.0000000000,2.1300000000,0.0000000000
2019,446048,35446048,20410,PIRACICABA,EDUARDO MILAD KOAIK DOM,PIRACICABA,0.0000000000,3.6800000000,0.0000000000
2019,446300,35446300,10503,ITAQUAQUECETUBA,VILA URSULINA,ITAQUAQUECETUBA,0.0000000000,3.1600000000,0.0000000000
2019,446312,35446312,10501,MOGI DAS CRUZES,KOHEIJI ADACHI,MOGI DAS CRUZES,0.0000000000,2.2300000000,1.5500000000
2019,446567,35446567,20419,CAPIVARI,JARDIM MORADA DO SOL,INDAIATUBA,0.0000000000,3.0900000000,2.8100000000
2019,446920,35446920,21003,MARILIA,EMICO MATSUMOTO GEOGRAFA,MARILIA,0.0000000000,3.7800000000,0.0000000000
2019,446981,35446981,20803,BIRIGUI,TEREZINHA LOT ZIN TELECO PROFESSORA,BIRIGUI,0.0000000000,3.0100000000,1.8200000000
2019,447663,35447663,10211,LESTE 3,JARDIM SANTO ANDRE III,SAO PAULO,0.0000000000,2.6700000000,1.4900000000
2019,452312,35452312,20409,MOGI MIRIM,GISSELDA APARECIDA TUROLA PIOVEZAN,AMPARO,0.0000000000,4.0000000000,2.9400000000
2019,457243,35457243,10101,NORTE 1,MORRO DOCE,SAO PAULO,6.0800000000,3.6400000000,0.0000000000
2019,461143,35461143,10318,SUL 3,MADRE MARIE DOMINEUC,SAO PAULO,5.7700000000,0.0000000000,0.0000000000
2019,461295,35461295,10314,SUL 2,RAIMUNDO SERAFIM DE LIMA INSPETOR,SAO PAULO,5.1300000000,3.8100000000,2.3800000000
2019,461301,35461301,10314,SUL 2,CHACARA SANTA MARIA,SAO PAULO,5.0800000000,0.0000000000,0.0000000000
2019,461313,35461313,10314,SUL 2,BERNADETE APARECIDA PEREIRA GODOI PROFA,SAO PAULO,0.0000000000,4.3500000000,3.4600000000
2019,461325,35461325,10314,SUL 2,JARDIM IPE,SAO PAULO,4.4800000000,0.0000000000,0.0000000000
2019,461635,35461635,20404,CAMPINAS OESTE,JARDIM SANTA CLARA,CAMPINAS,5.1200000000,3.6000000000,0.0000000000
2019,462019,35462019,20415,SUMARE,MARIA CRISTINA DE SOUZA LOBO PROFESSORA,HORTOLANDIA,0.0000000000,2.6900000000,2.3200000000
2019,462330,35462330,20501,ARARAQUARA,JOAQUIM PINTO MACHADO JUNIOR PROFESSOR MACHADINHO,ARARAQUARA,0.0000000000,0.0000000000,4.3600000000
2019,462342,35462342,20415,SUMARE,PRISCILA FERNANDES DA ROCHA,HORTOLANDIA,0.0000000000,0.0000000000,4.3700000000
2019,462378,35462378,20419,CAPIVARI,SUELY MARIA CACAO AMBIEL BATISTA PROFESSORA,INDAIATUBA,0.0000000000,0.0000000000,5.2400000000
2019,462536,35462536,20501,ARARAQUARA,OACYR ANTONIO ELLERO PROFESSOR,ARARAQUARA,0.0000000000,4.7500000000,4.2300000000
2019,462664,35462664,20102,SANTOS,APARECIDA CARLOS ANTONIO VIDAL,CUBATAO,6.2300000000,0.0000000000,0.0000000000
2019,462688,35462688,21003,MARILIA,JARDIM SANTA ANTONIETA,MARILIA,0.0000000000,4.2600000000,0.0000000000
2019,462724,35462724,20601,BAURU,HENRIQUE ROCHA DE ANDRADE PROFESSOR,BAURU,0.0000000000,1.7700000000,0.7800000000
2019,462767,35462767,20307,SAO ROQUE,MALIR TEREZINHA RAMALHO GOMES PROFESSORA,IBIUNA,0.0000000000,4.5100000000,0.0000000000
2019,462792,35462792,20507,RIBEIRAO PRETO,BAIRRO FRANCISCO CASTILHO,CRAVINHOS,0.0000000000,4.5700000000,3.4400000000
2019,462822,35462822,20415,SUMARE,PARQUE DOS SERVIDORES,PAULINIA,0.0000000000,0.0000000000,3.7000000000
2019,462846,35462846,20509,SAO CARLOS,LUCIANO IVO TOGNETTI PROFESSOR,DESCALVADO,0.0000000000,0.0000000000,2.9100000000
2019,462925,35462925,20410,PIRACICABA,ATTILIO VIDAL LAFRATA PROFESSOR,PIRACICABA,0.0000000000,3.3300000000,2.7400000000
2019,463061,35463061,10101,NORTE 1,ILHA DA JUVENTUDE,SAO PAULO,0.0000000000,0.0000000000,1.9700000000
2019,463073,35463073,10101,NORTE 1,JORNALISTA RUY MESQUITA,SAO PAULO,0.0000000000,2.3900000000,0.0000000000
2019,463140,35463140,10403,GUARULHOS NORTE,JARDIM SANTA CECILIA,GUARULHOS,0.0000000000,0.0000000000,3.6600000000
2019,471458,35471458,20410,PIRACICABA,FERNANDO MARIA FACHINI FREI,SANTA MARIA DA SERRA,0.0000000000,2.9700000000,2.0800000000
2019,472505,35472505,10318,SUL 3,ILDA VIEIRA VILELA,SAO PAULO,0.0000000000,0.0000000000,1.4100000000
2019,474629,35474629,21003,MARILIA,JARDIM ALCIR RAINERI,MARILIA,0.0000000000,3.9300000000,2.9800000000
2019,474859,35474859,20102,SANTOS,PARQUE DOS SONHOS 9A,CUBATAO,5.7900000000,0.0000000000,0.0000000000
2019,474873,35474873,20102,SANTOS,WALDOMIRO MARIANI PROFESSOR,CUBATAO,0.0000000000,3.2700000000,1.8300000000
2019,477321,35477321,10706,TABOAO DA SERRA,PROFESSOR HENRIQUE COSTA,EMBU DAS ARTES,0.0000000000,3.4800000000,2.8400000000
2019,477977,35477977,10317,SUL 1,OCTAVIA CANDIDO DOS SANTOS,SAO PAULO,4.9800000000,0.0000000000,0.0000000000
2019,478209,35478209,20408,LIMEIRA,JOAO BAPTISTA GAZZOLA,ARTUR NOGUEIRA,0.0000000000,3.7700000000,2.2600000000
2019,478416,35478416,10317,SUL 1,RUTH GUIMARÃES BOTELHO,SAO PAULO,5.5500000000,0.0000000000,0.0000000000
2019,478912,35478912,20308,SOROCABA,PROFA ELZIDE CELESTINA SOUZA PACHECO TUNUCHI,SOROCABA,0.0000000000,3.7200000000,2.7900000000
2019,479081,35479081,10318,SUL 3,JARDIM NORONHA V,SAO PAULO,0.0000000000,3.5400000000,2.2700000000
2019,479111,35479111,20403,BRAGANCA PAULISTA,HENRIQUE MIGUEL HACL PROFESSOR,NAZARE PAULISTA,0.0000000000,4.2500000000,1.7500000000
2019,479329,35479329,20604,LINS,JARDIM DOM BOSCO,GUAICARA,0.0000000000,3.5000000000,0.0000000000
2019,479342,35479342,20501,ARARAQUARA,URIAS BRAGA COSTA PROFESSOR,ARARAQUARA,0.0000000000,5.1300000000,0.0000000000
2019,479433,35479433,20307,SAO ROQUE,DISTRITO DE MAYLASKI,SAO ROQUE,0.0000000000,0.0000000000,2.4400000000
2019,479500,35479500,10101,NORTE 1,CYNIRA STOCCO FAUSTO PROFESSORA,SAO PAULO,3.8500000000,3.0200000000,0.0000000000
2019,483631,35483631,10210,LESTE 2,SALVADOR ROMANO,SAO PAULO,5.7700000000,0.0000000000,0.0000000000
2019,483643,35483643,10210,LESTE 2,CÂNDIDA RITA DA SILVA PAULO,SAO PAULO,0.0000000000,3.5000000000,0.0000000000
2019,495104,35495104,20308,SOROCABA,FERNANDA DE CAMARGO PIRES PROFESSORA,SOROCABA,0.0000000000,0.0000000000,2.2700000000
2019,495311,35495311,20303,BOTUCATU,NAERSON MIRANDA PROFESSOR,BOFETE,0.0000000000,5.2200000000,0.0000000000
2019,495529,35495529,20205,SAO JOSE DOS CAMPOS,JARDIM REPUBLICA,SAO JOSE DOS CAMPOS,0.0000000000,0.0000000000,2.3500000000
2019,496376,35496376,20602,JAU,ANA FRANCO DA ROCHA BRANDO PROFA,JAU,0.0000000000,0.0000000000,5.7700000000
2019,496467,35496467,20904,PRESIDENTE PRUDENTE,TEOFILO GONZAGA DA SANTA CRUZ,PRESIDENTE PRUDENTE,0.0000000000,2.6800000000,1.4000000000
2019,496479,35496479,20410,PIRACICABA,AROLDO DONIZETTI LEITE,SAO PEDRO,0.0000000000,0.0000000000,4.1300000000
2019,496534,35496534,20504,FRANCA,ASSUERO QUADRI PRESTES DR PROFESSOR,FRANCA,0.0000000000,3.0000000000,1.6800000000
2019,496546,35496546,20504,FRANCA,ROBERTO SCARABUCI PROFESSOR,FRANCA,0.0000000000,4.2900000000,2.7800000000
2019,496558,35496558,20504,FRANCA,ADELMO FRANCISCO DA SILVA,FRANCA,0.0000000000,4.0200000000,2.6100000000
2019,496571,35496571,20509,SAO CARLOS,ADUAR KEMELL DIBO PROFESSOR,SAO CARLOS,0.0000000000,4.8000000000,2.1400000000
2019,496601,35496601,20419,CAPIVARI,PROFESSORA MARIA BERNADETE AMGARTEN PERES,INDAIATUBA,0.0000000000,3.7500000000,2.2400000000
2019,496790,35496790,10703,ITAPEVI,TEREZINHA PALONE DA SILVA DOMINGUES PROFA,JANDIRA,0.0000000000,0.0000000000,3.3600000000
2019,497095,35497095,20205,SAO JOSE DOS CAMPOS,DIACONO HAMILTON BONTORIM DE SOUZA PROFESSOR,SAO JOSE DOS CAMPOS,0.0000000000,3.9200000000,1.9500000000
2019,497253,35497253,20504,FRANCA,STELLA DA MATTA AMBROSIO PROFESSORA,FRANCA,0.0000000000,4.0700000000,2.6500000000
2019,497289,35497289,10503,ITAQUAQUECETUBA,JARDIM SANTA RITA II,ITAQUAQUECETUBA,0.0000000000,3.1500000000,2.4300000000
2019,497381,35497381,20501,ARARAQUARA,JARDIM BUSCARDI,MATAO,0.0000000000,0.0000000000,3.9400000000
2019,497733,35497733,20401,AMERICANA,GERALDO DE OLIVEIRA,NOVA ODESSA,0.0000000000,3.7800000000,2.4700000000
2019,497812,35497812,20204,PINDAMONHANGABA,JARDIM DOS CISNES,SAO BENTO DO SAPUCAI,0.0000000000,4.9200000000,0.0000000000
2019,498087,35498087,20802,ARACATUBA,DAVID GOLIAS PROF,VALPARAISO,0.0000000000,2.8900000000,0.0000000000
2019,498403,35498403,20310,VOTORANTIM,BAIRRO DO TURVO,TAPIRAI,0.0000000000,4.3300000000,2.1900000000
2019,498452,35498452,20403,BRAGANCA PAULISTA,JULIO CESAR FLORIDO RAFAELI PROFESSOR,ATIBAIA,0.0000000000,3.4400000000,1.3300000000
2019,499043,35499043,20403,BRAGANCA PAULISTA,PROFESSORA MARIA ELOIZA PINHEIRO RAMOS,NAZARE PAULISTA,0.0000000000,2.1900000000,2.4000000000
2019,518591,35518591,20308,SOROCABA,PROFESSORA MARIA ONDINA ANDRADE,SOROCABA,0.0000000000,2.8800000000,2.0800000000
2019,558643,35558643,20602,JAU,MARIA DE CAMPOS PIRES MACIEL PROFESSORA,PEDERNEIRAS,0.0000000000,3.6800000000,2.4300000000
2019,560510,35560510,20308,SOROCABA,GERALDO DO ESPIRITO SANTO FOGACA DE ALMEIDA,SOROCABA,0.0000000000,3.4800000000,2.2000000000
2019,561009,35561009,10403,GUARULHOS NORTE,JARDIM SANTA TEREZINHA,GUARULHOS,0.0000000000,3.1200000000,0.0000000000
2019,561010,35561010,20602,JAU,PROFA CLEOMAR DE BARROS CASTILHO MARQUES,JAU,0.0000000000,3.2600000000,2.7700000000
2019,561411,35561411,20404,CAMPINAS OESTE,JARDIM MARISA,CAMPINAS,4.8000000000,2.1700000000,0.7500000000
2019,563043,35563043,20310,VOTORANTIM,BAIRRO JUNDIAQUARA,ARACOIABA DA SERRA,0.0000000000,0.0000000000,2.6900000000
2019,563146,35563146,20417,CAMPINAS LESTE,ADRIANA CARDOSO PROFESSORA ,CAMPINAS,3.5400000000,2.8400000000,0.0000000000
2019,564680,35564680,20403,BRAGANCA PAULISTA,JOÃO ERNESTO DE ALMEIDA VANNI,BRAGANCA PAULISTA,0.0000000000,2.9700000000,0.0000000000
2019,564953,35564953,20308,SOROCABA,MARIA HELENA GAZZI BONADIO PROFESSORA,SOROCABA,0.0000000000,3.7500000000,2.1600000000
2019,564990,35564990,20417,CAMPINAS LESTE,BERNARDO CARO,CAMPINAS,4.6900000000,2.3800000000,0.8700000000
2019,565039,35565039,20904,PRESIDENTE PRUDENTE,ORACY MATRICARDI PROF,PRESIDENTE PRUDENTE,0.0000000000,4.8700000000,0.0000000000
2019,565040,35565040,21004,OURINHOS,PROFESSOR PEDRO ANTONIO FERRAZ DE ANDRADE,OURINHOS,0.0000000000,0.0000000000,2.1100000000
2019,565052,35565052,20710,SAO JOSE DO RIO PRETO,PARQUE DAS AROEIRAS II,SAO JOSE DO RIO PRETO,0.0000000000,3.6100000000,1.9400000000
2019,565064,35565064,20710,SAO JOSE DO RIO PRETO,PARQUE NOVA ESPERANCA,SAO JOSE DO RIO PRETO,0.0000000000,2.9900000000,2.4300000000
2019,565696,35565696,20601,BAURU,PROFA MARIA EUNICE BORGES DE MIRANDA REIS,BAURU,0.0000000000,1.5700000000,0.7100000000
2019,565805,35565805,20409,MOGI MIRIM,PROFESSORA MARIA DE LOURDES LIMA,CONCHAL,0.0000000000,0.0000000000,4.4500000000
2019,566020,35566020,10317,SUL 1,PROFESSOR WALTER LERNER,SAO PAULO,4.7900000000,2.8800000000,0.0000000000
2019,566202,35566202,10706,TABOAO DA SERRA,CHB EMBU N II,EMBU DAS ARTES,0.0000000000,3.2200000000,2.4300000000
2019,566780,35566780,20507,RIBEIRAO PRETO,DEPUTADO ANTONIO CALIXTO,RIBEIRAO PRETO,4.2400000000,2.0400000000,0.0000000000
2019,566846,35566846,20206,TAUBATE,PROFESSORA LUCIANA DAMAS BEZERRA,CACAPAVA,0.0000000000,2.4200000000,1.1500000000
2019,576475,35576475,20507,RIBEIRAO PRETO,JOVEM FELIPE GUI ROCHA,RIBEIRAO PRETO,7.5500000000,4.4200000000,2.6200000000
2019,576487,35576487,20507,RIBEIRAO PRETO,PROFESSORA NAIR GUILHERMINA PINHEIRO NOGUEIRA – NAIRZINHA,RIBEIRAO PRETO,0.0000000000,2.6500000000,2.5100000000
2019,576499,35576499,20507,RIBEIRAO PRETO,VEREADOR JOSÉ VELLONI,RIBEIRAO PRETO,3.5500000000,2.1700000000,0.0000000000
2019,576669,35576669,20415,SUMARE,PROF.ª ADÉLIA CRISTINA BORGATO GRYSZCZENKO,PAULINIA,0.0000000000,3.2400000000,2.1300000000
2019,576670,35576670,20415,SUMARE,RESIDENCIAL BORDON,SUMARE,0.0000000000,3.1800000000,2.5900000000
2019,577066,35577066,20404,CAMPINAS OESTE,JARDIM OURO PRETO,CAMPINAS,3.8700000000,2.2700000000,0.0000000000
2019,577078,35577078,20207,JACAREI,PAULO ISMAEL DOS SANTOS SOBRINHO,GUARAREMA,0.0000000000,3.4900000000,3.2100000000
2019,577145,35577145,21004,OURINHOS,RECANTO DOS PASSAROS,OURINHOS,0.0000000000,1.4900000000,1.2100000000
2019,577704,35577704,20701,CATANDUVA,COHAB PALMARES PAULISTA,PALMARES PAULISTA,0.0000000000,4.9700000000,0.0000000000
2019,578009,35578009,20804,PENAPOLIS,PROFESSOR JOAO TEIXEIRA SAMPAIO,PENAPOLIS,0.0000000000,3.3700000000,2.8100000000
2019,578022,35578022,10403,GUARULHOS NORTE,PROFESSOR MARCOS HOLANDA ALMEIDA,GUARULHOS,0.0000000000,0.0000000000,1.8100000000
2019,578563,35578563,20401,AMERICANA,PROFESSORA MARIA LUCIA PADOVANI DE OLIVEIRA,AMERICANA,0.0000000000,4.3400000000,2.7500000000
2019,578575,35578575,20401,AMERICANA,PROFESSORA LENY APPARECIDA PAGOTTO BOER,AMERICANA,6.3500000000,4.5900000000,2.3100000000
2019,578587,35578587,20401,AMERICANA,PROFESSORA ORNELLA RITA FERRARI SACILOTTO,AMERICANA,0.0000000000,0.0000000000,5.0500000000
2019,578915,35578915,20901,ADAMANTINA,PROFESSOR CARLOS UMBERTO CARRARA,LUCELIA,0.0000000000,0.0000000000,4.1900000000
2019,579257,35579257,20409,MOGI MIRIM,ROBERTO ANTONIALLI,MOGI GUACU,0.0000000000,3.1600000000,3.0300000000
2019,579269,35579269,20409,MOGI MIRIM,MARIA TEREZA DE JESUS PAIVA,MOGI MIRIM,0.0000000000,2.0000000000,0.9000000000
2019,579427,35579427,20509,SAO CARLOS,PROF. DR. SEGUNDO CARLOS LOPES,IBATE,0.0000000000,3.3900000000,2.2600000000
2019,579439,35579439,20509,SAO CARLOS,PROFESSOR JOÃO BATISTA GASPARIN,SAO CARLOS,0.0000000000,3.1400000000,1.1800000000
2019,579440,35579440,21102,REGISTRO,PREFEITA ELZA ORSINI DE CARVALHO,REGISTRO,0.0000000000,0.0000000000,2.6000000000
2019,579476,35579476,10104,NORTE 2,SÓCRATES BRASILEIRO SAMPAIO DE SOUZA VIEIRA DE OLIVEIRA,SAO PAULO,5.1100000000,0.0000000000,0.0000000000
2019,579889,35579889,20502,BARRETOS,MARIA HELENA SCANNAVINO,BARRETOS,0.0000000000,0.0000000000,3.4100000000
2019,580065,35580065,20602,JAU,PROFESSORA NELLY COLLEONE RAVAGNOLLI,BOCAINA,0.0000000000,3.4100000000,3.0600000000
2019,580120,35580120,20419,CAPIVARI,WALDEMAR THOMAZINE,CAPIVARI,0.0000000000,3.1500000000,2.5300000000
2019,580824,35580824,20415,SUMARE,JARDIM ALINE,HORTOLANDIA,0.0000000000,2.6000000000,1.0700000000
2019,581124,35581124,20408,LIMEIRA,JARDIM PAINEIRAS,LIMEIRA,0.0000000000,2.8600000000,1.9800000000
2019,583467,35583467,20602,JAU,PROFESSORA VALÉRIA ELIANE MINGUILI,PEDERNEIRAS,0.0000000000,1.9000000000,1.1200000000
2019,585804,35585804,20509,SAO CARLOS,CIDADE ARACY IV,SAO CARLOS,4.4300000000,2.6900000000,2.9300000000
2019,900023,35900023,20602,JAU,ALVARO FRAGA MOREIRA,JAU,0.0000000000,3.8300000000,3.2800000000
2019,900035,35900035,21101,MIRACATU,DOMINGOS BAUER LEITE POETA,MIRACATU,0.0000000000,3.7700000000,2.8600000000
2019,900060,35900060,10210,LESTE 2,EUNICE MARQUES MOURA BASTOS PROFA,SAO PAULO,4.6600000000,3.2500000000,1.7600000000
2019,900072,35900072,20507,RIBEIRAO PRETO,IRENE DIAS RIBEIRO PROFESSORA,RIBEIRAO PRETO,0.0000000000,3.3400000000,2.5600000000
2019,900102,35900102,10314,SUL 2,LEILA SABINO PROFESSORA,SAO PAULO,4.9100000000,3.2200000000,2.6800000000
2019,900114,35900114,10402,GUARULHOS SUL,IZABEL FERREIRA DOS SANTOS PROFESSORA DONA BELINHA,GUARULHOS,7.0000000000,3.5900000000,0.0000000000
2019,900126,35900126,10403,GUARULHOS NORTE,RINALDO POLI PREFEITO,GUARULHOS,0.0000000000,3.0200000000,0.0000000000
2019,900138,35900138,10402,GUARULHOS SUL,ORLANDO MINELLA,GUARULHOS,0.0000000000,3.2700000000,1.9500000000
